peer_delay_ms,mode,workload,runs,throughput_ops_mean,throughput_ops_sd,throughput_ops_ci95,latency_p50_ms_mean,latency_p50_ms_sd,latency_p50_ms_ci95,latency_p95_ms_mean,latency_p95_ms_sd,latency_p95_ms_ci95,latency_p99_ms_mean,latency_p99_ms_sd,latency_p99_ms_ci95,latency_avg_ms_mean,latency_avg_ms_sd,latency_avg_ms_ci95,operations,errors
5,causal,workload_b,5,4152.0199999999995,39.613474349014076,49.18662494293907,0.21898079999999998,0.003248147425841382,0.004033107719525475,0.3403094,0.027777819079258182,0.034490717899332515,0.5415646,0.07220617074253419,0.08965580265915865,0.2352786,0.0021869815499907627,0.0027154962553593955,50000,0
5,causal,workload_c,5,4069.322,241.88414948069664,300.3388401463187,0.22311399999999998,0.014993960300734426,0.01861746069591842,0.34709559999999995,0.03971880288100335,0.0493174075890938,0.5429575999999999,0.12035565000156827,0.14944127758736012,0.24085020000000001,0.014766129848406454,0.0183345718255683,50000,0
5,eventual,workload_a,5,3272.0220000000004,190.05856642098507,235.988879475156,0.2712924,0.00894434163591709,0.011105866996953208,0.47373540000000003,0.06243786897628714,0.07752685403241945,0.8128164,0.1800239090601579,0.22352920669590645,0.2999952,0.017809084106152118,0.022112898575591945,50000,0
5,eventual,workload_b,5,4193.505999999999,223.47884794763027,277.48563985662565,0.22096459999999998,0.007905242267002321,0.009815654720015488,0.316131,0.039348458559389586,0.048857564378006806,0.48876559999999997,0.10746919164486166,0.13344062618148547,0.2335524,0.013378339855901403,0.016611402954807307,50000,0
5,eventual,workload_c,5,4429.386,231.90906101314795,287.953131917266,0.208393,0.008942877165655358,0.011104048616952777,0.30768,0.039011873032450003,0.04843963824688948,0.4397366,0.09617958212271459,0.11942272448405707,0.220973,0.012243185124794935,0.015201922192801729,50000,0
5,strong,workload_a,5,317.306,4.476145663402834,5.557868920963203,4.6276262,2.2766181263505088,2.826794765147535,6.2684428,0.11227684921968553,0.1394101215078359,6.793129599999999,0.29134563213698605,0.36175338245841315,3.1441712,0.04362803255018497,0.054171357330026634,50000,0
5,strong,workload_b,5,2138.508,58.42189033230608,72.540357932633,0.1783184,0.0021249621878988807,0.002638489046258343,1.7013302,2.25416672389005,2.798917667003199,5.9640134,0.020009301482060784,0.024844829279480098,0.4629894,0.012744156300045915,0.0158239600652487,50000,0
5,strong,workload_c,5,4998.382,145.172568758702,180.25555215444078,0.183892,0.004804506894573053,0.005965583240113127,0.266374,0.020974328773526937,0.026043068924577705,0.3778408,0.07361941788142581,0.09141058075208487,0.19531839999999998,0.005666812004998931,0.007036276451196061,50000,0
20,causal,workload_a,5,3616.696,143.29485800265127,177.9240663096126,0.24663739999999998,0.00701140936616883,0.00870581458664051,0.4196198,0.032700666517672075,0.04060324033226067,0.7098102,0.08689980991751363,0.10790036542532708,0.2708676,0.010836807177393163,0.013455673327645244,50000,0
20,causal,workload_b,5,4664.17,293.99240883056814,365.0397897901188,0.19966199999999998,0.011161357556319033,0.013858655848760884,0.27946279999999996,0.027238631531337983,0.03382122813280023,0.41869779999999995,0.06269905511807973,0.07785115946151304,0.21000139999999998,0.01317286488581736,0.01635627208192195,50000,0
20,causal,workload_c,5,3962.386,431.1298350613189,535.3183947471666,0.2388152,0.024753811710522485,0.0307359168192705,0.330349,0.027876705804309086,0.0346135019857285,0.43072499999999997,0.030964667098162056,0.03844771235215245,0.2487188,0.023848118263292806,0.029611349872436347,50000,0
20,eventual,workload_a,5,4097.918,118.16553376513816,146.72188910470334,0.22008339999999998,0.0035148108483956855,0.004364214090948951,0.34458259999999996,0.020487935115574726,0.025439131430543813,0.58661,0.044170144368113624,0.05484447805734944,0.2386242,0.006898558777020023,0.008565692072918352,50000,0
20,eventual,workload_b,5,4593.664,458.643897299419,569.4816152725532,0.20224579999999998,0.020975074188188225,0.026043994479126364,0.2901342,0.04470712484269146,0.055511227380371106,0.43717779999999995,0.09588529460871463,0.11905731827280243,0.21442920000000001,0.023359962675483882,0.029005224653532013,50000,0
20,eventual,workload_c,5,4439.0779999999995,268.88983853987475,333.87083199778544,0.20702299999999998,0.011161249616418404,0.013858521823672304,0.303851,0.032687274718152935,0.04058661221692659,0.45276659999999996,0.08133116512321707,0.10098597966546424,0.22067379999999998,0.013268596730626792,0.016475138867103455,50000,0
20,strong,workload_a,5,92.162,1.1581968744561524,1.4380913618443292,16.8380726,9.128461819833877,11.334482400665339,21.5656154,0.052260657002184734,0.06489017632208824,21.8765322,0.05192071910326359,0.06446808767137281,10.8426894,0.13589107191349986,0.1687310516723115,50000,0
20,strong,workload_b,5,794.858,31.616536337809027,39.25711491855855,0.2258392,0.006354274797331321,0.00788987425053982,4.8350812,9.036035967341137,11.219720547121815,21.3403046,0.027300272055420984,0.03389776495238451,1.2540141999999999,0.050119740918125266,0.06223187789733621,50000,0
20,strong,workload_c,5,4166.762000000001,53.69064043201577,66.66573526493737,0.224652,0.003142767251961239,0.0039022609514940488,0.3091882,0.008744493993365196,0.01085772337407063,0.4219124,0.05387395274898622,0.06689334756934691,0.23456979999999997,0.00307609276518118,0.003819473641660536,50000,0
